Movie Title,Domestic Revenue ($),Genre,Leading Actor,Supporting Actor,Film Rating,Release Date,Miami Revenue ($),Chicago Revenue ($),Houston Revenue ($),Phoenix Revenue ($),Los Angeles Revenue ($),New York Revenue ($),Seattle Revenue ($),Chicago Temperature,Houston Temperature,Los Angeles Temperature,Miami Temperature,New York Temperature,Phoenix Temperature,Seattle Temperature,Chicago Weather Description,Houston Weather Description,Los Angeles Weather Description,Miami Weather Description,New York Weather Description,Phoenix Weather Description,Seattle Weather Description
Mystic River,90135191,Crime,Sean Penn,Tim Robbins,R,2003-10-08,"$36,363.29","$257,159.43","$196,847.03","$139,563.71","$353,404.25","$761,672.63","$57,693.47",64.58666666666666,75.65892857142856,72.5068,81.25,58.151875,79.58333333333333,56.36333333333334,sky is clear,broken clouds,sky is clear,scattered clouds,sky is clear,overcast clouds,broken clouds
Narc,10465659,Crime,Ray Liotta,Jason Patric,R,2002-12-20,"$4,219.92","$29,843.07","$22,843.88","$16,196.21","$41,012.17","$88,391.26","$6,695.26",35.8212,53.132083333333334,51.749,74.88916666666667,50.6365306122449,46.59291666666667,45.861250000000005,overcast clouds,sky is clear,broken clouds,few clouds,overcast clouds,sky is clear,overcast clouds
Nerve,38583626,Adventure,Emma Roberts,Dave Franco,PG-13,2016-07-27,"$15,565.82","$110,080.68","$84,263.12","$59,742.20","$151,279.62","$326,044.59","$24,696.49",76.69416666666667,80.07600000000001,75.90625,83.99458333333332,83.60708333333334,100.1175,67.68583333333333,few clouds,light rain,sky is clear,broken clouds,sky is clear,scattered clouds,few clouds
New York Minute,14071441,Comedy,Mary-Kate Olsen,Ashley Olsen,PG,2004-05-07,"$5,655.44","$39,994.97","$30,614.83","$21,705.78","$54,963.54","$118,459.88","$8,972.83",54.725,71.872,75.49875,75.2325,64.70193548387097,86.72708333333333,55.180416666666666,overcast clouds,broken clouds,sky is clear,scattered clouds,sky is clear,sky is clear,overcast clouds
Nightcrawler,32381217,Crime,Jake Gyllenhaal,Rene Russo,R,2014-10-30,"$13,063.57","$92,384.96","$70,717.63","$50,138.50","$126,961.07","$273,632.16","$20,726.48",45.15708333333333,70.17166666666667,69.90458333333333,78.00583333333333,52.96125,75.77583333333332,56.51333333333333,overcast clouds,overcast clouds,sky is clear,sky is clear,broken clouds,sky is clear,overcast clouds
No Good Deed,181600,Action,Samuel L. Jackson,Milla Jovovich,R,2002-10-25,"$21,197.71","$149,909.16","$114,750.50","$81,357.62","$206,014.35","$444,011.33","$33,631.97",44.409166666666664,68.97375,60.36375,80.2144,46.93,68.97083333333333,47.328333333333326,overcast clouds,moderate rain,broken clouds,scattered clouds,overcast clouds,few clouds,sky is clear
Notorious,36843682,Biography,Jamal Woolard,Anthony Mackie,R,2009-01-16,"$14,863.87","$105,116.55","$80,463.24","$57,048.10","$144,457.61","$311,341.48","$23,582.80",-10.59,45.175,65.06166666666667,66.4325,14.815833333333332,60.257083333333334,38.49708333333333,sky is clear,sky is clear,sky is clear,light rain,sky is clear,sky is clear,broken clouds
Novocaine,2036682,Comedy,Steve Martin,Helena Bonham Carter,R,2001-11-16,$821.66,"$5,810.74","$4,447.93","$3,153.56","$7,985.47","$17,210.65","$1,303.63",53.82041666666667,67.8968,64.42291666666667,71.25958333333334,58.492916666666666,65.66833333333334,50.01583333333334,broken clouds,overcast clouds,sky is clear,overcast clouds,scattered clouds,sky is clear,overcast clouds
Now You See Me,117723989,Crime,Jesse Eisenberg,Common,PG-13,2013-05-29,"$47,493.46","$335,871.41","$257,098.45","$182,281.71","$461,575.08","$994,807.23","$75,352.43",71.23214285714286,79.13708333333334,69.41458333333334,76.905,65.82346153846153,86.05250000000001,55.54833333333334,moderate rain,few clouds,sky is clear,light rain,mist,scattered clouds,light rain
Nurse Betty,25170054,Comedy,Renée Zellweger,Morgan Freeman,R,2000-09-08,"$10,153.25","$71,803.26","$54,963.02","$38,968.55","$98,676.44","$212,671.88","$16,108.99",74.63333333333334,79.58166666666666,78.06541666666666,80.9426923076923,65.36125,93.62083333333334,58.65,few clouds,few clouds,few clouds,light rain,sky is clear,scattered clouds,overcast clouds
Observe and Report,24007324,Comedy,Seth Rogen,Anna Faris,R,2009-04-10,"$9,679.75","$68,454.75","$52,399.84","$37,151.27","$94,074.71","$202,754.02","$15,357.76",40.9475,75.34208333333333,57.85125,73.04666666666667,53.23,69.36416666666666,47.965,overcast clouds,broken clouds,few clouds,few clouds,sky is clear,scattered clouds,scattered clouds
Ocean's Eight,140218711,Action,Sandra Bullock,Cate Blanchett,PG-13,2018-06-07,"$56,568.52","$400,049.79","$306,224.87","$217,112.14","$549,772.93","$1,184,895.19","$89,750.78",67.24,83.55708333333334,67.86291666666666,78.65935483870967,64.10666666666667,90.40416666666664,60.10666666666666,broken clouds,broken clouds,sky is clear,moderate rain,broken clouds,broken clouds,few clouds
Ocean's Eleven,183417150,Crime,George Clooney,Brad Pitt,PG-13,2001-12-07,"$73,996.09","$523,296.72","$400,566.32","$283,999.83","$719,146.43","$1,549,936.50","$117,401.11",43.49791666666667,70.335,61.585,74.46208333333333,56.83125,52.12875,42.70875,sky is clear,broken clouds,scattered clouds,light rain,overcast clouds,few clouds,scattered clouds
Ocean's Twelve,125544280,Crime,George Clooney,Brad Pitt,PG-13,2004-12-09,"$50,648.40","$358,183.03","$274,177.25","$194,390.51","$492,237.07","$1,060,891.32","$80,358.02",42.66916666666666,65.77307692307691,57.79125,76.74916666666667,44.4275,53.32583333333333,45.75791666666667,overcast clouds,overcast clouds,haze,scattered clouds,sky is clear,scattered clouds,scattered clouds
Oliver Twist,2080321,Crime,Barney Clark,Ben Kingsley,PG-13,2005-09-23,$801.73,"$5,669.81","$4,340.05","$3,077.08","$7,791.80","$16,793.24","$1,272.02",66.56041666666667,84.33,71.09625,82.74416666666667,76.30375,90.71333333333332,53.51208333333333,moderate rain,scattered clouds,sky is clear,few clouds,sky is clear,scattered clouds,overcast clouds
Once Upon a Time in Mexico,56359780,Action,Antonio Banderas,Salma Hayek,R,2003-09-12,"$22,737.26","$160,796.79","$123,084.62","$87,266.47","$220,976.80","$476,259.06","$36,074.60",71.86874999999999,73.24888888888889,77.1075,80.972,66.91541666666667,82.63,58.30583333333333,few clouds,light rain,sky is clear,scattered clouds,sky is clear,few clouds,light rain
One Night at McCool's,6290673,Comedy,Liv Tyler,Matt Dillon,R,2001-04-20,"$2,537.85","$17,947.55","$13,738.26","$9,740.37","$24,664.62","$53,158.30","$4,026.52",57.7636,72.13666666666667,55.875416666666666,72.52583333333332,51.39541666666667,72.99291666666666,48.913333333333334,overcast clouds,broken clouds,scattered clouds,scattered clouds,sky is clear,overcast clouds,scattered clouds
One for the Money,26414527,Action,Katherine Heigl,Jason O'Mara,PG-13,2012-07-11,"$10,656.43","$75,361.74","$57,686.92","$40,899.78","$103,566.72","$223,211.62","$16,907.33",76.50750000000001,76.50730769230769,73.13250000000001,78.05433333333333,78.18833333333333,99.6775,67.29208333333334,broken clouds,light rain,sky is clear,broken clouds,broken clouds,broken clouds,sky is clear
Out of Time,41088845,Crime,Denzel Washington,Sanaa Lathan,PG-13,2003-10-03,"$16,502.44","$116,704.45","$89,333.39","$63,337.00","$160,382.41","$345,663.32","$26,182.53",47.8392,64.59666666666666,67.24249999999999,79.32458333333334,48.163333333333334,86.91250000000001,58.14458333333334,scattered clouds,sky is clear,scattered clouds,scattered clouds,sky is clear,light rain,broken clouds
Out of the Furnace,11330849,Action,Christian Bale,Casey Affleck,R,2013-12-04,"$4,569.59","$32,315.93","$24,736.78","$17,538.27","$44,410.53","$95,715.57","$7,250.05",47.00931034482758,72.21,56.104166666666664,74.81333333333333,46.187083333333334,59.614583333333336,33.485,mist,sky is clear,overcast clouds,scattered clouds,sky is clear,broken clouds,sky is clear
Owning Mahowny,1011871,Crime,Philip Seymour Hoffman,Minnie Driver,R,2003-05-02,$407.89,"$2,884.58","$2,208.05","$1,565.50","$3,964.17","$8,543.75",$647.15,44.65814814814815,77.13428571428572,59.870000000000005,76.4108,66.21538461538461,75.69875,54.458333333333336,mist,broken clouds,sky is clear,few clouds,haze,scattered clouds,scattered clouds
Pain & Gain,49875291,Action,Mark Wahlberg,Dwayne Johnson,R,2013-04-24,"$20,121.22","$142,296.27","$108,923.08","$77,226.01","$195,552.25","$421,462.95","$31,924.03",41.362857142857145,62.45249999999999,60.14333333333334,77.70375,52.82666666666666,78.57916666666667,55.76499999999999,moderate rain,overcast clouds,sky is clear,scattered clouds,overcast clouds,few clouds,sky is clear
Panic Room,96397334,Crime,Jodie Foster,Kristen Stewart,R,2002-03-29,"$38,889.63","$275,025.58","$210,522.98","$149,259.90","$377,957.01","$814,589.84","$61,701.72",39.89290322580646,73.89208333333333,58.657916666666665,75.0025,47.232499999999995,66.0556,45.54791666666667,broken clouds,scattered clouds,scattered clouds,light rain,few clouds,scattered clouds,light rain
Paradise Now,1457843,Crime,Kais Nashif,Ali Suliman,PG-13,2005-09-07,$585.94,"$4,143.76","$3,171.91","$2,248.87","$5,694.61","$12,273.28",$929.65,76.75791666666667,80.18416666666667,74.09291666666667,82.35458333333334,70.76125,95.35416666666669,61.319583333333334,few clouds,few clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,scattered clouds
Parker,17616641,Action,Jason Statham,Jennifer Lopez,R,2013-01-24,"$7,107.09","$50,261.01","$38,473.14","$27,277.29","$69,071.75","$148,866.53","$11,276.01",15.554,66.915,59.242413793103445,66.83666666666666,17.46125,63.423750000000005,42.07625,light snow,sky is clear,sky is clear,scattered clouds,sky is clear,broken clouds,moderate rain
Patriots Day,31886361,Action,Mark Wahlberg,Michelle Monaghan,R,2016-12-21,"$12,863.93","$90,973.11","$69,636.90","$49,372.27","$125,020.82","$269,450.46","$20,409.73",28.319166666666664,59.161249999999995,63.04125,75.14666666666666,34.36333333333334,61.66875,41.61625,few clouds,sky is clear,sky is clear,scattered clouds,sky is clear,broken clouds,light rain
Paul Blart: Mall Cop,146336178,Action,Kevin James,Keir O'Donnell,PG,2009-01-16,"$8,399.07","$59,397.84","$45,467.08","$32,235.97","$81,628.15","$175,928.63","$13,325.85",-10.59,45.175,65.06166666666667,66.4325,14.815833333333332,60.257083333333334,38.49708333333333,sky is clear,sky is clear,sky is clear,light rain,sky is clear,sky is clear,broken clouds
Paul Blart: Mall Cop 2,71038190,Action,Kevin James,Raini Rodriguez,PG,2015-04-09,"$28,658.98","$202,674.90","$155,140.93","$109,994.26","$278,528.26","$600,296.56","$45,469.92",50.40333333333333,76.99208333333333,63.46125,77.405,39.76366666666667,66.67083333333333,51.04708333333334,overcast clouds,broken clouds,sky is clear,broken clouds,overcast clouds,sky is clear,scattered clouds
Perfume: The Story of a Murderer,2223293,Crime,Ben Whishaw,Dustin Hoffman,R,2006-09-14,$896.94,"$6,343.15","$4,855.47","$3,442.51","$8,717.14","$18,787.57","$1,423.08",65.17958333333333,78.7925,71.56166666666667,81.46541666666667,66.4790322580645,86.76125,55.310833333333335,overcast clouds,scattered clouds,sky is clear,light rain,overcast clouds,scattered clouds,broken clouds
Peter Rabbit,115253424,Adventure,James Corden,Fayssal Bazzi,PG,2018-02-08,"$46,496.76","$328,822.79","$251,702.96","$178,456.34","$451,888.43","$973,930.13","$73,771.08",15.176666666666668,45.65416666666667,66.31791666666666,76.77041666666666,31.937083333333337,63.39666666666667,49.53125,light snow,overcast clouds,sky is clear,broken clouds,moderate rain,few clouds,overcast clouds
Phone Booth,46566212,Crime,Colin Farrell,Kiefer Sutherland,R,2002-04-04,"$18,786.23","$132,855.33","$101,696.36","$72,102.29","$182,577.94","$393,500.13","$29,805.97",33.8392,59.49041666666667,59.22541666666667,75.10166666666667,43.75961538461539,77.96583333333334,49.065416666666664,snow,overcast clouds,sky is clear,scattered clouds,fog,few clouds,few clouds
Pineapple Express,87341380,Action,Seth Rogen,James Franco,R,2008-08-06,"$35,236.19","$249,188.57","$190,745.60","$135,237.83","$342,450.21","$738,063.99","$55,905.22",75.8275,81.3625,78.93541666666667,83.7525,76.86275862068966,94.02708333333334,70.15041666666667,haze,light rain,sky is clear,light rain,overcast clouds,scattered clouds,sky is clear
Point Break,28782481,Action,Edgar Ramírez,Luke Bracey,PG-13,2015-12-02,"$11,611.73","$82,117.61","$62,858.31","$44,566.28","$112,851.05","$243,221.63","$18,423.01",36.66294117647059,54.998333333333335,61.09,77.9876,49.60322580645161,49.5975,43.80583333333333,scattered clouds,overcast clouds,sky is clear,scattered clouds,light rain,few clouds,overcast clouds
Premium Rush,20275446,Action,Joseph Gordon-Levitt,Michael Shannon,PG-13,2012-08-23,"$8,179.74","$57,846.69","$44,279.72","$31,394.14","$79,496.46","$171,334.33","$12,977.85",78.52041666666666,81.67333333333333,72.1975,84.66125,76.17208333333333,82.22222222222223,61.74416666666667,scattered clouds,few clouds,sky is clear,broken clouds,sky is clear,light rain,overcast clouds
Pride and Glory,15740721,Crime,Edward Norton,Colin Farrell,R,2008-10-23,"$6,337.65","$44,819.53","$34,307.86","$24,324.13","$61,593.74","$132,749.58","$10,055.22",48.89208333333334,62.91538461538461,77.61041666666667,77.08423076923077,45.60208333333333,71.84125,50.83041666666667,broken clouds,light rain,sky is clear,light rain,overcast clouds,few clouds,scattered clouds
Prisoners,61002302,Crime,Hugh Jackman,Jake Gyllenhaal,R,2013-09-19,"$24,610.20","$174,042.09","$133,223.46","$94,454.87","$239,179.31","$515,489.93","$39,046.18",73.49875,82.64,70.175,81.24,64.28,89.91250000000001,59.661249999999995,overcast clouds,sky is clear,sky is clear,light rain,sky is clear,few clouds,broken clouds
Proud Mary,20877013,Action,Taraji P. Henson,Billy Brown,R,2018-01-10,"$8,419.05","$59,539.09","$45,575.20","$32,312.63","$81,822.26","$176,347.00","$13,357.54",38.163513513513514,55.459583333333335,55.3428,71.97500000000001,35.384166666666665,59.54692307692308,43.41041666666666,mist,haze,moderate rain,broken clouds,sky is clear,broken clouds,light rain
Public Enemies,97104620,Biography,Christian Bale,Johnny Depp,R,2009-06-24,"$39,174.98","$277,043.50","$212,067.63","$150,355.05","$380,730.16","$820,566.64","$62,154.44",83.5025,87.02499999999999,70.07166666666667,80.45541666666666,69.64642857142857,95.7625,62.17916666666667,scattered clouds,sky is clear,sky is clear,light rain,moderate rain,scattered clouds,overcast clouds
Punisher: War Zone,8050977,Action,Ray Stevenson,Dominic West,R,2008-12-04,"$3,206.53","$22,676.43","$17,358.05","$12,306.79","$31,163.34","$67,164.61","$5,087.43",22.912592592592592,53.57041666666667,60.91791666666666,70.95208333333333,41.53541666666667,57.07833333333334,43.90291666666667,snow,light rain,haze,scattered clouds,sky is clear,few clouds,broken clouds
R.I.P.D.,33618855,Action,Ryan Reynolds,Jeff Bridges,PG-13,2013-07-17,"$13,562.87","$95,915.99","$73,420.51","$52,054.83","$131,813.62","$284,090.61","$21,518.66",84.74,76.7552,75.15875,75.12387096774194,87.05208333333333,91.59458333333332,68.62583333333333,scattered clouds,few clouds,sky is clear,broken clouds,sky is clear,broken clouds,overcast clouds
RED,90380162,Action,Bruce Willis,Helen Mirren,PG-13,2010-10-14,"$36,462.12","$257,858.34","$197,382.03","$139,943.02","$354,364.74","$763,742.71","$57,850.27",54.9075,72.29375,73.05499999999999,78.28708333333333,57.92333333333334,85.16833333333334,55.65541666666667,scattered clouds,scattered clouds,sky is clear,light rain,sky is clear,few clouds,sky is clear
RED 2,53262560,Action,Bruce Willis,Helen Mirren,PG-13,2013-07-18,"$21,487.75","$151,960.29","$116,320.57","$82,470.79","$208,833.14","$450,086.51","$34,092.14",86.13875,83.26166666666667,70.10125000000001,76.30777777777777,88.31291666666665,95.82541666666668,65.14541666666666,scattered clouds,scattered clouds,sky is clear,moderate rain,sky is clear,broken clouds,scattered clouds
Rambo: Last Blood,44819352,Action,Sylvester Stallone,Paz Vega,R,2019-09-18,"$7,613.91","$53,845.22","$41,216.73","$29,222.49","$73,997.40","$159,482.50","$12,080.12",71.79583333333333,76.24619047619048,71.59791666666666,84.1025,66.05708333333334,89.76208333333334,58.97083333333333,broken clouds,moderate rain,sky is clear,few clouds,sky is clear,few clouds,light rain
Red Dragon,93149898,Crime,Anthony Hopkins,Edward Norton,R,2002-10-04,"$37,579.52","$265,760.52","$203,430.88","$144,231.63","$365,224.39","$787,147.91","$59,623.12",68.9396153846154,82.3225925925926,67.62833333333333,81.35166666666667,65.77333333333334,68.8625,54.92416666666667,broken clouds,scattered clouds,sky is clear,few clouds,light rain,sky is clear,light rain
Reindeer Games,23368995,Action,Ben Affleck,Gary Sinise,R,2000-02-25,"$9,424.45","$66,649.27","$51,017.81","$36,171.41","$91,593.51","$197,406.43","$14,952.70",47.815416666666664,71.8225,52.63333333333333,70.1004,45.713793103448275,52.05666666666667,41.93625,broken clouds,broken clouds,overcast clouds,light rain,broken clouds,scattered clouds,scattered clouds
Reno 911!: Miami,20342161,Comedy,Thomas Lennon,Robert Ben Garant,R,2007-02-22,"$8,206.65","$58,037.03","$44,425.42","$31,497.44","$79,758.04","$171,898.09","$13,020.55",35.46458333333333,64.31583333333333,56.5725,70.38833333333334,41.221599999999995,57.75416666666666,42.431666666666665,scattered clouds,few clouds,sky is clear,few clouds,sky is clear,few clouds,overcast clouds
Ride Along,134938200,Action,Ice Cube,Kevin Hart,PG-13,2014-01-17,"$54,438.20","$384,984.27","$294,692.72","$208,935.89","$529,068.98","$1,140,273.09","$86,370.85",19.048333333333336,57.19,66.85083333333334,54.23583333333334,38.05833333333333,57.79375,40.66916666666667,snow,sky is clear,sky is clear,sky is clear,scattered clouds,few clouds,scattered clouds
Ride Along 2,91221830,Action,Ice Cube,Kevin Hart,PG-13,2016-01-15,"$36,801.68","$260,259.66","$199,220.15","$141,246.25","$357,664.77","$770,855.09","$58,389.00",39.16041666666667,61.10375,56.85833333333333,73.84740740740742,38.37125,49.6325,40.810833333333335,sky is clear,overcast clouds,sky is clear,light rain,overcast clouds,scattered clouds,overcast clouds
Righteous Kill,40081410,Crime,Robert De Niro,Al Pacino,R,2008-09-10,"$16,170.07","$114,353.92","$87,534.14","$62,061.34","$157,152.17","$338,701.37","$25,655.19",62.03375,82.70916666666666,73.39833333333333,82.51666666666667,67.74583333333332,85.13333333333334,60.076249999999995,few clouds,scattered clouds,sky is clear,moderate rain,light rain,scattered clouds,sky is clear
Road to Perdition,104454762,Crime,Tom Hanks,Tyler Hoechlin,R,2002-07-12,"$42,140.25","$298,013.76","$228,119.67","$161,735.88","$409,548.77","$882,677.81","$66,859.10",70.69958333333334,84.80416666666666,79.83333333333333,81.0188888888889,71.78916666666667,98.09708333333332,66.19250000000001,broken clouds,broken clouds,sky is clear,scattered clouds,scattered clouds,light rain,broken clouds
RoboCop,58607007,Action,Joel Kinnaman,Gary Oldman,PG-13,2014-01-30,"$23,643.86","$167,208.22","$127,992.36","$90,746.04","$229,787.78","$495,248.89","$37,513.00",23.96625,41.63375,59.3875,65.73222222222222,21.59625,61.13125,44.584583333333335,sky is clear,sky is clear,scattered clouds,light rain,sky is clear,broken clouds,light rain
"Roman J. Israel, Esq.",11962778,Crime,Denzel Washington,Colin Farrell,PG-13,2017-11-17,"$4,826.12","$34,130.11","$26,125.47","$18,522.85","$46,903.69","$101,088.93","$7,657.06",39.687916666666666,74.83375,69.35375,73.93583333333333,45.26166666666666,70.43916666666667,44.67333333333334,overcast clouds,few clouds,broken clouds,scattered clouds,few clouds,broken clouds,light rain
Romeo Must Die,55973336,Action,Jet Li,Aaliyah,R,2000-03-22,"$22,581.36","$159,694.24","$122,240.66","$86,668.11","$219,461.62","$472,993.48","$35,827.25",46.251666666666665,70.59774193548388,61.36625,74.7096,42.855625,55.42124999999999,47.15166666666667,haze,moderate rain,sky is clear,sky is clear,overcast clouds,scattered clouds,broken clouds
Run All Night,26461644,Action,Liam Neeson,Ed Harris,R,2015-03-11,"$10,675.44","$75,496.17","$57,789.82","$40,972.74","$103,751.46","$223,609.78","$16,937.49",39.96041666666667,56.26416666666666,67.91833333333334,77.82708333333333,46.68344827586207,70.44791666666667,53.782916666666665,sky is clear,overcast clouds,overcast clouds,scattered clouds,light rain,sky is clear,overcast clouds
Runaway Jury,49443628,Crime,John Cusack,Rachel Weisz,PG-13,2003-10-17,"$19,947.07","$141,064.72","$107,980.37","$76,557.63","$193,859.78","$417,815.26","$31,647.73",47.51833333333334,75.12148148148148,71.54444444444445,79.74125,54.18375,82.70333333333333,62.36166666666667,broken clouds,broken clouds,haze,scattered clouds,overcast clouds,sky is clear,light rain
Runner Runner,19316646,Crime,Ben Affleck,Justin Timberlake,R,2013-09-25,"$7,792.93","$55,111.19","$42,185.79","$29,909.55","$75,737.18","$163,232.14","$12,364.14",63.882083333333334,84.21666666666667,69.50541666666668,82.35520000000001,63.86166666666667,83.8075,53.11416666666667,scattered clouds,sky is clear,sky is clear,moderate rain,sky is clear,sky is clear,light rain
Running Scared,6855137,Action,Paul Walker,Cameron Bright,R,2006-01-06,"$2,765.57","$19,557.99","$14,970.99","$10,614.37","$26,877.79","$57,928.21","$4,387.82",29.95375,53.84833333333333,66.56583333333333,64.97,40.81875,62.63625,50.43083333333333,overcast clouds,sky is clear,overcast clouds,sky is clear,scattered clouds,few clouds,moderate rain
Rush Hour 2,226164286,Action,Jackie Chan,Chris Tucker,PG-13,2001-08-03,"$91,241.59","$645,256.07","$493,922.16","$350,188.73","$886,750.44","$1,911,164.15","$144,762.58",78.62208333333334,83.8325,74.17541666666666,79.6884,78.87916666666666,97.3925,63.07833333333334,broken clouds,broken clouds,sky is clear,overcast clouds,scattered clouds,scattered clouds,broken clouds
Rush Hour 3,140125968,Action,Jackie Chan,Chris Tucker,PG-13,2007-08-08,"$56,531.10","$399,785.19","$306,022.33","$216,968.54","$549,409.31","$1,184,111.48","$89,691.42",81.19239999999999,84.56291666666667,73.54041666666667,83.72958333333334,81.20344827586207,93.26416666666668,62.7925,scattered clouds,few clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,light rain
S.W.A.T.,116934650,Action,Samuel L. Jackson,Colin Farrell,PG-13,2003-08-08,"$47,175.02","$333,619.40","$255,374.61","$181,059.52","$458,480.22","$988,137.05","$74,847.19",71.55416666666666,88.60166666666667,78.75875,81.04172413793104,74.2235294117647,99.72583333333334,67.01125,broken clouds,broken clouds,sky is clear,moderate rain,mist,scattered clouds,few clouds
Salvation Boulevard,28468,Action,Greg Kinnear,Pierce Brosnan,R,2011-07-15,$11.07,$78.30,$59.94,$42.50,$107.61,$231.92,$17.57,75.645,86.33875,69.65458333333333,83.16208333333333,73.24125,88.89333333333333,60.64791666666667,broken clouds,light rain,overcast clouds,overcast clouds,sky is clear,sky is clear,overcast clouds
Savages,47382068,Crime,Aaron Taylor-Johnson,Taylor Kitsch,R,2012-07-06,"$19,115.38","$135,183.00","$103,478.11","$73,365.54","$185,776.77","$400,394.38","$30,328.18",90.94,85.30875,68.71291666666667,83.53375,82.90791666666667,92.61333333333332,64.47708333333334,moderate rain,sky is clear,few clouds,few clouds,sky is clear,scattered clouds,sky is clear
Saving Grace,12178602,Comedy,Brenda Blethyn,Craig Ferguson,R,2000-08-04,"$4,887.87","$34,566.76","$26,459.71","$18,759.82","$47,503.75","$102,382.21","$7,755.02",68.815,83.22791666666667,83.31166666666667,82.61833333333333,73.22146341463414,99.5592,68.55708333333334,broken clouds,scattered clouds,sky is clear,light rain,light rain,scattered clouds,sky is clear
Saving Silverman,19402030,Comedy,Jason Biggs,Steve Zahn,PG-13,2001-02-09,"$7,807.02","$55,210.83","$42,262.06","$29,963.62","$75,874.10","$163,527.26","$12,386.50",42.48294117647059,64.66159999999999,49.17166666666666,73.47,38.110416666666666,45.409166666666664,38.69875,overcast clouds,overcast clouds,sky is clear,scattered clouds,overcast clouds,scattered clouds,light rain
Saw III,80238724,Horror,Tobin Bell,Shawnee Smith,R,2006-10-27,"$32,370.76","$228,924.40","$175,234.05","$124,240.20","$314,601.94","$678,044.16","$51,358.97",44.96351351351352,70.946875,70.35833333333333,78.82416666666667,43.83625,65.72,54.611250000000005,light rain,heavy intensity rain,sky is clear,scattered clouds,sky is clear,sky is clear,overcast clouds
Saw V,56746769,Horror,Scott Patterson,Costas Mandylor,R,2008-10-23,"$22,893.38","$161,900.88","$123,929.77","$87,865.68","$222,494.11","$479,529.25","$36,322.31",48.89208333333334,62.91538461538461,77.61041666666667,77.08423076923077,45.60208333333333,71.84125,50.83041666666667,broken clouds,light rain,sky is clear,light rain,overcast clouds,few clouds,scattered clouds
Screwed,7027345,Comedy,Norm MacDonald,Dave Chappelle,PG-13,2000-05-12,"$2,835.05","$20,049.31","$15,347.08","$10,881.02","$27,552.99","$59,383.42","$4,498.04",72.4204,81.98375,67.61333333333333,78.70208333333333,64.0025,74.97583333333334,49.695,haze,scattered clouds,overcast clouds,scattered clouds,overcast clouds,sky is clear,light rain
