Movie Title,Domestic Revenue ($),Genre,Leading Actor,Supporting Actor,Film Rating,Release Date,Miami Revenue ($),Chicago Revenue ($),Houston Revenue ($),Phoenix Revenue ($),Los Angeles Revenue ($),New York Revenue ($),Seattle Revenue ($),Chicago Temperature,Houston Temperature,Los Angeles Temperature,Miami Temperature,New York Temperature,Phoenix Temperature,Seattle Temperature,Chicago Weather Description,Houston Weather Description,Los Angeles Weather Description,Miami Weather Description,New York Weather Description,Phoenix Weather Description,Seattle Weather Description
10th & Wolf,54702,Crime,James Marsden,Giovanni Ribisi,R,2006-08-18,$21.58,$152.58,$116.80,$82.81,$209.69,$451.93,$34.23,76.41916666666667,85.33041666666666,74.59916666666666,83.35583333333334,74.71,93.9725,63.559583333333336,overcast clouds,light rain,sky is clear,scattered clouds,sky is clear,scattered clouds,sky is clear
15 Minutes,24403552,Action,Robert De Niro,Edward Burns,R,2001-03-09,"$9,845.14","$69,624.34","$53,295.13","$37,786.02","$95,682.04","$206,218.21","$15,620.15",29.690833333333337,57.437083333333334,58.10375,66.40291666666667,38.049090909090914,58.11166666666667,46.15708333333333,haze,light rain,overcast clouds,few clouds,overcast clouds,scattered clouds,broken clouds
2 Fast 2 Furious,127154901,Action,Paul Walker,Tyrese Gibson,PG-13,2003-06-05,"$51,298.18","$362,778.20","$277,694.70","$196,884.37","$498,552.03","$1,074,501.61","$81,388.94",60.37291666666667,78.07291666666667,67.31958333333334,81.4008,59.53479166666667,91.47583333333334,64.32416666666667,broken clouds,broken clouds,sky is clear,thunderstorm,mist,few clouds,sky is clear
21,81159365,Crime,Jim Sturgess,Kate Bosworth,PG-13,2008-03-28,"$32,742.17","$231,551.03","$177,244.65","$125,665.71","$318,211.61","$685,823.88","$51,948.25",30.79678571428571,71.27,61.36000000000001,73.72833333333334,44.87625,72.54583333333333,38.504583333333336,light rain and snow,broken clouds,sky is clear,scattered clouds,overcast clouds,few clouds,broken clouds
21 Grams,16290476,Crime,Sean Penn,Benicio Del Toro,R,2003-11-21,"$6,572.08","$46,477.40","$35,576.91","$25,223.88","$63,872.09","$137,659.99","$10,427.16",48.50416666666666,63.625,60.444583333333334,72.89083333333333,49.38583333333333,62.50791666666667,37.7775,scattered clouds,few clouds,sky is clear,scattered clouds,sky is clear,sky is clear,light rain
21 Jump Street,138447667,Action,Jonah Hill,Channing Tatum,R,2012-03-15,"$55,854.03","$394,996.93","$302,357.07","$214,369.89","$542,828.98","$1,169,929.27","$88,617.18",65.10083333333334,74.44625,55.79958333333334,72.86999999999999,48.744166666666665,67.79708333333333,46.27666666666667,sky is clear,scattered clouds,broken clouds,scattered clouds,sky is clear,few clouds,light rain
22 Jump Street,191719337,Action,Channing Tatum,Jonah Hill,R,2014-06-05,"$77,345.45","$546,983.21","$418,697.54","$296,854.79","$751,697.84","$1,620,092.77","$122,715.15",62.7075,82.04666666666667,68.35875,80.25166666666667,67.4435294117647,92.25208333333336,59.74916666666667,broken clouds,sky is clear,sky is clear,broken clouds,broken clouds,few clouds,overcast clouds
30 Minutes or Less,37053924,Action,Jesse Eisenberg,Danny McBride,R,2011-08-11,"$14,948.69","$105,716.38","$80,922.39","$57,373.63","$145,281.93","$313,118.10","$23,717.37",71.31666666666666,89.34791666666666,70.94041666666666,81.71041666666666,75.66333333333334,93.26208333333334,62.54375,scattered clouds,sky is clear,sky is clear,overcast clouds,sky is clear,scattered clouds,scattered clouds
3000 Miles to Graceland,15749959,Action,Kurt Russell,Kevin Costner,R,2001-02-23,"$6,349.45","$44,902.97","$34,371.74","$24,369.42","$61,708.41","$132,996.72","$10,073.94",24.619583333333335,61.72607142857142,49.86166666666667,72.69916666666667,24.603846153846153,58.75083333333333,43.82958333333334,overcast clouds,overcast clouds,overcast clouds,scattered clouds,fog,scattered clouds,scattered clouds
3:10 to Yuma,53606916,Action,Russell Crowe,Christian Bale,R,2007-09-06,"$21,626.67","$152,942.75","$117,072.61","$83,003.99","$210,183.30","$452,996.44","$34,312.56",78.3404,82.23916666666666,73.17958333333333,83.80208333333333,72.27166666666666,91.73041666666668,63.36833333333333,broken clouds,broken clouds,sky is clear,scattered clouds,few clouds,scattered clouds,broken clouds
99 Homes,1411927,Drama,Andrew Garfield,Michael Shannon,R,2014-09-24,$569.21,"$4,025.40","$3,081.31","$2,184.64","$5,531.95","$11,922.71",$903.09,63.6125,75.39666666666666,73.75416666666666,79.85416666666667,64.56291666666667,89.95875,63.01,few clouds,sky is clear,sky is clear,broken clouds,sky is clear,few clouds,light rain
A History of Violence,31504633,Drama,Viggo Mortensen,Maria Bello,R,2005-09-23,"$12,705.56","$89,853.06","$68,779.55","$48,764.41","$123,481.59","$266,133.03","$20,158.45",66.56041666666667,84.33,71.09625,82.74416666666667,76.30375,90.71333333333332,53.51208333333333,moderate rain,scattered clouds,sky is clear,few clouds,sky is clear,scattered clouds,overcast clouds
A Man Apart,26736098,Action,Vin Diesel,Timothy Olyphant,R,2003-04-04,"$10,563.10","$74,701.75","$57,181.71","$40,541.59","$102,659.72","$221,256.81","$16,759.26",37.23384615384615,72.24740740740741,53.65875,75.31416666666667,41.02081081081081,61.187916666666666,43.14208333333334,mist,broken clouds,sky is clear,overcast clouds,broken clouds,sky is clear,light rain
A Most Violent Year,5749134,Action,Oscar Isaac,Jessica Chastain,R,2014-12-31,"$2,315.82","$16,377.34","$12,536.31","$8,888.19","$22,506.75","$48,507.55","$3,674.24",14.668333333333337,42.67291666666667,49.085,74.85125000000001,29.143333333333334,47.48833333333334,32.677083333333336,few clouds,broken clouds,light rain,scattered clouds,sky is clear,few clouds,sky is clear
A Nightmare on Elm Street,63075011,Crime,Jackie Earle Haley,Rooney Mara,R,2010-04-30,"$25,446.39","$179,955.62","$137,750.07","$97,664.22","$247,306.04","$533,005.02","$40,372.87",69.31666666666666,74.23,60.4025,77.40791666666667,65.22166666666666,62.58583333333333,50.617916666666666,few clouds,broken clouds,sky is clear,overcast clouds,sky is clear,few clouds,scattered clouds
A Prophet,2087720,Crime,Tahar Rahim,Niels Arestrup,R,2009-08-26,$841.01,"$5,947.56","$4,552.66","$3,227.81","$8,173.50","$17,615.88","$1,334.33",70.83724137931036,83.46333333333334,81.42833333333333,82.88250000000001,77.185,93.31208333333332,61.715,broken clouds,sky is clear,sky is clear,light rain,sky is clear,scattered clouds,broken clouds
A Simple Favor,53548586,Comedy,Anna Kendrick,Blake Lively,R,2018-09-12,"$21,603.14","$152,776.33","$116,945.23","$82,913.67","$209,954.60","$452,503.53","$34,275.22",69.38458333333334,79.5775,74.47583333333334,84.05791666666667,74.37379310344828,93.72916666666669,59.05833333333334,few clouds,light rain,sky is clear,broken clouds,overcast clouds,few clouds,light rain
A Single Man,9176000,Drama,Colin Firth,Julianne Moore,R,2009-12-11,"$3,698.19","$26,153.44","$20,019.59","$14,193.81","$35,941.66","$77,463.07","$5,867.50",14.962083333333332,47.05,54.149166666666666,75.60875,27.56,47.43958333333333,30.215833333333336,sky is clear,overcast clouds,sky is clear,scattered clouds,overcast clouds,scattered clouds,few clouds
A Walk Among the Tombstones,26307600,Action,Liam Neeson,Dan Stevens,R,2014-09-18,"$10,613.29","$75,056.67","$57,453.40","$40,734.22","$103,147.48","$222,308.05","$16,838.89",60.55041666666667,76.55548387096775,74.85625,81.41958333333334,66.19166666666666,83.7625,63.87,sky is clear,sky is clear,sky is clear,moderate rain,sky is clear,broken clouds,overcast clouds
After the Sunset,28331233,Action,Pierce Brosnan,Salma Hayek,PG-13,2004-11-08,"$11,429.69","$80,830.18","$61,872.83","$43,867.57","$111,081.79","$239,408.43","$18,134.17",42.632083333333334,64.33346153846153,59.624583333333334,74.3925,50.61833333333333,64.28666666666666,49.90875,broken clouds,broken clouds,light rain,sky is clear,sky is clear,overcast clouds,overcast clouds
Agent Cody Banks,47938330,Action,Frankie Muniz,Hilary Duff,PG,2003-03-14,"$19,339.79","$136,770.04","$104,692.94","$74,226.85","$187,957.77","$405,094.98","$30,684.23",32.711666666666666,66.1925,62.442499999999995,77.67,30.076,71.42416666666666,52.072916666666664,few clouds,broken clouds,scattered clouds,scattered clouds,mist,scattered clouds,light rain
Alex Cross,25888412,Action,Tyler Perry,Matthew Fox,PG-13,2012-10-17,"$10,444.18","$73,860.71","$56,537.93","$40,085.15","$101,503.92","$218,765.77","$16,570.58",61.13399999999999,72.36037037037038,78.09625,80.88916666666667,52.23,79.3475,50.26958333333334,broken clouds,moderate rain,sky is clear,scattered clouds,sky is clear,few clouds,light rain
All About the Benjamins,25916319,Action,Ice Cube,Mike Epps,R,2002-03-08,"$10,280.59","$72,703.86","$55,652.40","$39,457.31","$99,914.10","$215,339.32","$16,311.04",47.6044,68.35448275862069,56.53208333333333,71.96653846153846,45.88633333333333,64.23333333333333,35.066250000000004,mist,broken clouds,broken clouds,fog,overcast clouds,overcast clouds,light rain
American Gangster,130164645,Biography,Denzel Washington,Russell Crowe,R,2007-11-02,"$52,512.40","$371,365.12","$284,267.71","$201,544.60","$510,352.71","$1,099,934.95","$83,315.41",45.79416666666666,67.98916666666666,66.08125,78.14958333333333,50.35375,70.50958333333334,42.505833333333335,sky is clear,scattered clouds,sky is clear,scattered clouds,sky is clear,few clouds,scattered clouds
American Hustle,150117807,Crime,Christian Bale,Amy Adams,R,2013-12-12,"$60,562.12","$428,292.32","$327,843.59","$232,439.72","$588,585.55","$1,268,545.87","$96,086.97",8.211666666666666,47.13125,57.88333333333333,75.97500000000001,27.457083333333333,61.905,37.806666666666665,sky is clear,overcast clouds,sky is clear,broken clouds,sky is clear,few clouds,overcast clouds
American Made,51342000,Action,Tom Cruise,Domhnall Gleeson,R,2017-08-23,"$20,712.93","$146,480.85","$112,126.24","$79,497.03","$201,302.96","$433,857.14","$32,862.84",67.87041666666667,83.9232,74.61125,82.47884615384615,77.04346153846153,96.16416666666667,68.18625,few clouds,scattered clouds,sky is clear,light rain,sky is clear,few clouds,sky is clear
American Psycho,15070285,Comedy,Christian Bale,Justin Theroux,R,2000-04-14,"$6,079.81","$42,996.15","$32,912.13","$23,334.56","$59,087.94","$127,348.97","$9,646.14",54.37166666666667,60.92083333333333,61.57083333333333,74.44624999999999,45.71041666666667,77.64291666666666,50.27666666666667,scattered clouds,broken clouds,sky is clear,overcast clouds,scattered clouds,sky is clear,moderate rain
Analyze That,32130627,Comedy,Robert De Niro,Billy Crystal,R,2002-12-06,"$12,959.10","$91,646.11","$70,152.06","$49,737.51","$125,945.70","$271,443.79","$20,560.72",21.659583333333337,41.83208333333334,59.73166666666666,75.472,28.540357142857143,57.55875,43.05166666666667,sky is clear,broken clouds,sky is clear,scattered clouds,mist,scattered clouds,broken clouds
Appaloosa,20211394,Action,Ed Harris,Viggo Mortensen,R,2008-09-19,"$8,152.12","$57,651.42","$44,130.25","$31,288.16","$79,228.11","$170,755.96","$12,934.04",67.73625,73.14666666666666,76.88166666666667,79.97708333333334,60.846666666666664,88.2975,58.65875,broken clouds,broken clouds,sky is clear,moderate rain,sky is clear,scattered clouds,overcast clouds
Armored,15988876,Action,Columbus Short,Matt Dillon,PG-13,2009-10-02,"$6,450.40","$45,616.93","$34,918.25","$24,756.89","$62,689.57","$135,111.37","$10,234.11",54.5621875,75.91666666666667,75.65125,79.0288,54.33625,75.56875000000001,53.13291666666667,mist,sky is clear,sky is clear,scattered clouds,overcast clouds,sky is clear,light rain
Assault on Precinct 13,20040895,Action,Ethan Hawke,Laurence Fishburne,R,2005-01-19,"$8,058.96","$56,992.56","$43,625.92","$30,930.59","$78,322.67","$168,804.52","$12,786.23",27.758076923076924,50.55833333333334,66.69791666666667,62.54291666666666,16.4752,61.34625,54.88708333333333,overcast clouds,overcast clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,light rain
Austin Powers in Goldmember,213307889,Action,Mike Myers,Beyoncé,PG-13,2002-07-26,"$86,054.93","$608,576.24","$465,844.97","$330,282.11","$836,342.76","$1,802,523.28","$136,533.49",77.55958333333334,81.25750000000001,77.32458333333334,83.41583333333334,67.94166666666666,97.06416666666668,64.45041666666667,broken clouds,broken clouds,sky is clear,scattered clouds,scattered clouds,scattered clouds,scattered clouds
Awake,14377198,Crime,Hayden Christensen,Jessica Alba,R,2007-11-30,"$5,800.20","$41,018.74","$31,398.49","$22,261.40","$56,370.47","$121,492.15","$9,202.51",32.64958333333333,60.780833333333334,61.3,76.27083333333333,40.6975,64.30076923076923,38.287083333333335,broken clouds,scattered clouds,sky is clear,scattered clouds,sky is clear,overcast clouds,broken clouds
Baby Boy,28734552,Crime,Alexsandra Wright,Tyrese Gibson,R,2001-06-27,"$11,592.40","$81,980.87","$62,753.64","$44,492.07","$112,663.13","$242,816.61","$18,392.33",76.57041666666667,80.49791666666667,75.37458333333333,79.6825,81.01791666666666,91.59958333333331,62.3625,sky is clear,light rain,few clouds,sky is clear,few clouds,scattered clouds,overcast clouds
Baby Driver,107825862,Action,Ansel Elgort,Jon Bernthal,R,2017-06-28,"$43,500.25","$307,631.65","$235,481.84","$166,955.63","$422,766.26","$911,164.74","$69,016.86",67.91166666666668,79.75208333333333,75.38416666666667,81.85083333333334,71.35791666666667,96.58125,61.997083333333336,scattered clouds,sky is clear,sky is clear,scattered clouds,sky is clear,few clouds,scattered clouds
Bad Boys II,138608444,Action,Will Smith,Martin Lawrence,R,2003-07-18,"$55,918.89","$395,455.63","$302,708.19","$214,618.83","$543,459.36","$1,171,287.89","$88,720.09",71.69379310344827,82.72,79.51708333333333,82.55583333333334,76.77708333333334,93.31166666666668,64.19958333333334,moderate rain,sky is clear,sky is clear,scattered clouds,sky is clear,scattered clouds,sky is clear
Bad Boys for Life,204417855,Action,Will Smith,Martin Lawrence,R,2020-01-15,"$83,229.85","$588,597.40","$450,551.83","$319,439.34","$808,886.62","$1,743,348.58","$132,051.26",,,,,,,,,,,,,,
Bad Education,5284284,Crime,Gael García Bernal,Fele Martínez,NC-17,2004-03-19,"$2,102.62","$14,869.60","$11,382.19","$8,069.92","$20,434.72","$44,041.81","$3,335.98",36.153749999999995,70.2224,65.87791666666666,72.57708333333333,35.60311111111111,74.98125,43.868750000000006,overcast clouds,scattered clouds,broken clouds,scattered clouds,sky is clear,scattered clouds,light rain
Bad Santa,60060328,Comedy,Billy Bob Thornton,Bernie Mac,R,2003-11-26,"$24,230.17","$171,354.60","$131,166.28","$92,996.34","$235,486.00","$507,529.94","$38,443.24",39.248333333333335,65.38458333333334,54.54458333333333,74.79916666666666,39.901666666666664,55.627916666666664,43.43875,overcast clouds,overcast clouds,sky is clear,few clouds,sky is clear,scattered clouds,broken clouds
Bad Santa 2,17782178,Comedy,Billy Bob Thornton,Kathy Bates,R,2016-11-23,"$7,173.87","$50,733.29","$38,834.65","$27,533.61","$69,720.80","$150,265.37","$11,381.96",41.83731707317073,70.20923076923076,59.844166666666666,73.6375,40.13625,59.604166666666664,46.79,overcast clouds,few clouds,sky is clear,few clouds,light rain,scattered clouds,light rain
Bad Times at the El Royale,17839115,Crime,Jeff Bridges,Cynthia Erivo,R,2018-10-11,"$7,196.84","$50,895.73","$38,959.00","$27,621.77","$69,944.04","$150,746.51","$11,418.41",51.94208333333333,73.81166666666667,67.42333333333333,82.44962962962963,73.17821428571429,73.015,52.05625,broken clouds,sky is clear,sky is clear,light rain,broken clouds,few clouds,scattered clouds
Bait,15325127,Action,Jamie Foxx,David Morse,R,2000-09-15,"$6,182.63","$43,723.22","$33,468.68","$23,729.15","$60,087.13","$129,502.47","$9,809.26",60.25,80.88083333333333,81.88041666666666,79.6452,68.50342105263158,97.10875,67.85166666666667,scattered clouds,light rain,sky is clear,light rain,overcast clouds,few clouds,sky is clear
Ballistic: Ecks vs. Sever,14307963,Action,Antonio Banderas,Lucy Liu,R,2002-09-20,"$5,766.98","$40,783.78","$31,218.63","$22,133.88","$56,047.56","$120,796.21","$9,149.80",69.7775,75.35148148148149,75.91250000000001,82.62346153846154,71.09958333333333,82.44083333333333,57.31375,scattered clouds,moderate rain,sky is clear,scattered clouds,scattered clouds,sky is clear,overcast clouds
Bandits,41575141,Comedy,Bruce Willis,Billy Bob Thornton,PG-13,2001-10-12,"$16,772.68","$118,615.60","$90,796.31","$64,374.20","$163,008.82","$351,323.90","$26,611.30",57.51461538461539,72.38000000000001,70.755,78.59166666666667,62.51333333333333,72.36208333333333,51.373333333333335,broken clouds,moderate rain,overcast clouds,scattered clouds,sky is clear,scattered clouds,broken clouds
Bangkok Dangerous,15298133,Action,Nicolas Cage,Charlie Yeung,R,2008-08-22,"$6,164.29","$43,593.56","$33,369.43","$23,658.78","$59,908.94","$129,118.43","$9,780.17",78.06083333333333,81.6775,74.70083333333334,81.4776,72.42041666666667,96.36,60.87125,broken clouds,overcast clouds,sky is clear,light rain,sky is clear,few clouds,light rain
Batman Begins,206852432,Action,Christian Bale,Michael Caine,PG-13,2005-06-15,"$83,450.60","$590,158.55","$451,746.84","$320,286.60","$811,032.05","$1,747,972.50","$132,401.50",68.81833333333334,84.76125,69.55708333333334,81.3625,78.085,93.79083333333334,55.49041666666667,broken clouds,broken clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,scattered clouds
Baywatch,58060186,Action,Dwayne Johnson,Zac Efron,R,2017-05-25,"$23,423.26","$165,648.11","$126,798.15","$89,899.35","$227,643.79","$490,628.07","$37,162.99",52.877916666666664,77.47958333333334,64.67541666666666,80.6444827586207,58.165142857142854,91.79208333333332,55.98666666666667,overcast clouds,sky is clear,sky is clear,proximity thunderstorm,sky is clear,broken clouds,broken clouds
Be Cool,56046979,Comedy,John Travolta,Uma Thurman,PG-13,2005-03-02,"$22,611.07","$159,904.35","$122,401.49","$86,782.14","$219,750.36","$473,615.79","$35,874.39",21.88083333333333,53.459666666666664,58.61708333333333,63.54958333333334,34.2316,60.534166666666664,51.06166666666667,broken clouds,scattered clouds,sky is clear,scattered clouds,overcast clouds,scattered clouds,overcast clouds
Beautiful Creatures,19452138,Drama,Alice Englert,Viola Davis,PG-13,2013-02-13,$22.34,$158.00,$120.95,$85.75,$217.14,$467.99,$35.45,30.1125,54.59375,53.23375000000001,75.87083333333334,38.5525,48.20083333333333,46.5525,broken clouds,sky is clear,sky is clear,few clouds,overcast clouds,few clouds,broken clouds
Better Luck Tomorrow,3802390,Crime,Parry Shen,Jason Tobin,R,2002-04-11,"$1,534.00","$10,848.38","$8,304.07","$5,887.55","$14,908.50","$32,131.47","$2,433.82",55.00083333333333,69.26375,65.45439999999999,75.74041666666666,52.1475,79.96833333333333,50.749583333333334,scattered clouds,broken clouds,broken clouds,scattered clouds,sky is clear,overcast clouds,light rain
Big Momma's House,117559438,Action,Martin Lawrence,Nia Long,PG-13,2000-06-02,"$47,427.07","$335,401.94","$256,739.09","$182,026.93","$460,929.91","$993,416.72","$75,247.10",68.3908,80.29166666666667,74.95583333333333,79.33624999999999,75.27541666666667,91.84958333333331,55.669999999999995,scattered clouds,broken clouds,sky is clear,broken clouds,scattered clouds,few clouds,few clouds
Big Momma's House 2,70165972,Comedy,Martin Lawrence,Emily Procter,PG-13,2006-01-25,"$28,307.10","$200,186.42","$153,236.08","$108,643.73","$275,108.45","$592,926.02","$44,911.63",32.71125,53.41833333333333,57.29958333333334,71.46875,40.975,60.89083333333334,45.19416666666667,light rain and snow,broken clouds,sky is clear,scattered clouds,overcast clouds,scattered clouds,broken clouds
"Big Mommas: Like Father, Like Son",37915414,Action,Martin Lawrence,Brandon T. Jackson,PG-13,2011-02-17,"$15,296.24","$108,174.25","$82,803.80","$58,707.55","$148,659.68","$320,397.98","$24,268.79",45.48166666666666,65.87208333333334,51.20458333333334,70.77875,49.89875,65.43666666666667,38.96125,overcast clouds,overcast clouds,overcast clouds,scattered clouds,overcast clouds,scattered clouds,light rain
Big Trouble,7267307,Comedy,Tim Allen,Rene Russo,PG-13,2002-04-05,"$2,929.83","$20,719.61","$15,860.17","$11,244.80","$28,474.16","$61,368.77","$4,648.42",33.27916666666667,60.49375,57.90958333333333,76.23666666666666,39.05583333333333,79.20791666666666,50.19291666666666,light snow,broken clouds,sky is clear,scattered clouds,few clouds,scattered clouds,scattered clouds
BlacKkKlansman,49275340,Biography,John David Washington,Adam Driver,R,2018-08-09,"$19,879.18","$140,584.59","$107,612.85","$76,297.05","$193,199.95","$416,393.17","$31,540.02",75.71875,85.0276923076923,84.85875,82.88178571428571,81.77923076923078,91.435,74.02541666666666,few clouds,sky is clear,sky is clear,few clouds,light rain,broken clouds,sky is clear
Black Mass,62575678,Biography,Johnny Depp,Benedict Cumberbatch,R,2015-09-17,"$25,244.94","$178,531.00","$136,659.57","$96,891.06","$245,348.24","$528,785.49","$40,053.26",71.56583333333333,80.28,72.79166666666667,79.08193548387096,74.17833333333333,85.10041666666667,59.439166666666665,sky is clear,sky is clear,sky is clear,moderate rain,scattered clouds,scattered clouds,broken clouds
Blackhat,8005980,Action,Chris Hemsworth,Viola Davis,R,2015-01-15,"$2,863.20","$20,248.39","$15,499.47","$10,989.06","$27,826.58","$59,973.09","$4,542.71",21.380416666666665,43.95,60.82458333333333,70.43291666666667,29.56958333333333,55.007083333333334,41.60166666666667,few clouds,overcast clouds,sky is clear,light rain,overcast clouds,few clouds,scattered clouds
Bless the Child,29381494,Crime,Kim Basinger,Jimmy Smits,R,2000-08-11,"$11,850.44","$83,805.75","$64,150.52","$45,482.45","$115,170.99","$248,221.67","$18,801.74",73.53750000000001,85.62833333333333,85.29666666666667,82.78625000000001,75.6021212121212,98.50458333333334,62.0025,few clouds,few clouds,sky is clear,scattered clouds,scattered clouds,scattered clouds,scattered clouds
Blood Work,26235081,Action,Clint Eastwood,Jeff Daniels,R,2002-08-09,"$10,569.69","$74,748.31","$57,217.35","$40,566.86","$102,723.70","$221,394.72","$16,769.71",72.85666666666667,83.71708333333333,79.46875,80.35000000000001,73.73583333333333,98.16125,66.40666666666667,sky is clear,broken clouds,sky is clear,light rain,sky is clear,scattered clouds,sky is clear
Blow,52990775,Biography,Johnny Depp,Penélope Cruz,R,2001-04-06,"$21,378.10","$151,184.87","$115,727.02","$82,049.97","$207,767.52","$447,789.84","$33,918.18",52.81161290322581,74.63208333333334,54.70333333333334,72.88916666666667,48.72621621621622,56.815,43.156666666666666,moderate rain,overcast clouds,overcast clouds,scattered clouds,few clouds,haze,light rain
Boiler Room,16970581,Crime,Giovanni Ribisi,Vin Diesel,R,2000-02-18,"$6,833.38","$48,325.33","$36,991.44","$26,226.77","$66,411.62","$143,133.30","$10,841.74",29.50421052631579,73.4144,53.95583333333334,73.05083333333333,31.114473684210523,55.370000000000005,40.260416666666664,light snow,broken clouds,scattered clouds,few clouds,scattered clouds,scattered clouds,sky is clear
Bolt,114053579,Adventure,John Travolta,Miley Cyrus,PG,2008-11-21,"$46,012.70","$325,399.58","$249,082.61","$176,598.52","$447,184.05","$963,791.04","$73,003.08",24.46625,55.288333333333334,67.9175,66.11291666666666,33.7325,66.58541666666666,47.04083333333333,overcast clouds,few clouds,sky is clear,sky is clear,sky is clear,scattered clouds,light rain
Bones,7316658,Crime,Snoop Dogg,Pam Grier,R,2001-10-26,"$2,948.17","$20,849.33","$15,959.47","$11,315.20","$28,652.43","$61,752.99","$4,677.53",41.15208333333333,64.21833333333333,68.49041666666666,77.20833333333333,55.923750000000005,77.455,52.06333333333333,overcast clouds,sky is clear,haze,light rain,sky is clear,scattered clouds,overcast clouds
Brick Mansions,20396829,Action,Paul Walker,David Belle,PG-13,2014-04-17,"$8,183.80","$57,875.42","$44,301.72","$31,409.73","$79,535.95","$171,419.44","$12,984.30",50.99583333333334,62.822,62.520833333333336,78.28541666666666,42.15541666666667,79.69958333333334,51.68333333333334,broken clouds,broken clouds,sky is clear,overcast clouds,sky is clear,few clouds,light rain
Broken City,19701164,Action,Mark Wahlberg,Russell Crowe,R,2013-01-18,"$7,948.05","$56,208.24","$43,025.54","$30,504.93","$77,244.80","$166,481.45","$12,610.26",28.569999999999997,54.15541666666667,61.401250000000005,61.461666666666666,31.058333333333337,57.00333333333333,37.84666666666667,sky is clear,sky is clear,sky is clear,few clouds,overcast clouds,sky is clear,few clouds
Brooklyn's Finest,27163593,Crime,Richard Gere,Don Cheadle,R,2009-06-10,"$10,954.93","$77,472.70","$59,302.79","$42,045.43","$106,467.73","$229,464.02","$17,380.93",59.953333333333326,83.425,65.08333333333333,80.32458333333334,63.07,84.13083333333333,64.36708333333333,overcast clouds,sky is clear,overcast clouds,scattered clouds,overcast clouds,scattered clouds,sky is clear
Bubble,145626,Crime,Debbie Doebereiner,Omar Cowan,R,2005-01-27,$58.65,$414.78,$317.50,$225.11,$570.02,"$1,228.53",$93.06,19.70551724137931,58.49625,57.59166666666667,65.93541666666667,15.715000000000002,57.66833333333333,48.07041666666667,light snow,broken clouds,light rain,sky is clear,overcast clouds,light rain,light rain
Buffalo Soldiers,354421,Comedy,Joaquin Phoenix,Anna Paquin,R,2001-10-31,$142.71,"$1,009.24",$772.54,$547.73,"$1,386.96","$2,989.25",$226.42,54.752916666666664,63.0732,65.74208333333333,76.40083333333332,48.46625,77.83833333333334,50.61875,light rain,few clouds,light rain,light rain,sky is clear,overcast clouds,light rain
Burn After Reading,60355347,Comedy,Brad Pitt,Frances McDormand,R,2008-09-12,"$24,349.19","$172,196.30","$131,810.57","$93,453.14","$236,642.71","$510,022.95","$38,632.07",71.81909090909092,84.31,71.80208333333333,82.41125,66.99285714285715,81.05541666666666,62.56666666666666,overcast clouds,scattered clouds,sky is clear,scattered clouds,sky is clear,scattered clouds,sky is clear
CHIPS,18600152,Action,Michael Peña,Dax Shepard,R,2017-03-23,"$7,503.87","$53,067.00","$40,621.03","$28,800.14","$72,927.93","$157,177.53","$11,905.53",35.01541666666667,72.82791666666667,60.26791666666667,73.80583333333333,31.576666666666668,64.28291666666667,46.873333333333335,broken clouds,sky is clear,sky is clear,few clouds,sky is clear,broken clouds,light rain
Capote,28750530,Biography,Philip Seymour Hoffman,Clifton Collins Jr.,R,2005-09-30,"$11,597.65","$82,018.01","$62,782.07","$44,512.22","$112,714.17","$242,926.62","$18,400.66",56.909166666666664,75.95166666666667,80.79416666666667,80.03166666666667,58.1275,83.64666666666666,58.319583333333334,scattered clouds,scattered clouds,sky is clear,light rain,sky is clear,sky is clear,moderate rain
Captain Phillips,107100855,Biography,Tom Hanks,Barkhad Abdi,PG-13,2013-10-11,"$43,207.76","$305,563.17","$233,898.50","$165,833.04","$419,923.64","$905,038.18","$68,552.80",64.22416666666668,77.67416666666666,62.36541666666667,80.47875,63.4032,64.54291666666667,51.977916666666665,few clouds,sky is clear,sky is clear,few clouds,light rain,few clouds,overcast clouds
Casino Jack,1042959,Biography,Kevin Spacey,Barry Pepper,R,2010-12-17,$419.51,"$2,966.79","$2,270.98","$1,610.11","$4,077.14","$8,787.24",$665.60,20.304583333333333,56.07,54.85407407407407,66.82291666666667,29.440833333333337,52.73416666666666,41.52916666666667,light snow,overcast clouds,sky is clear,few clouds,overcast clouds,light rain,overcast clouds
Catch Me If You Can,164615351,Biography,Leonardo DiCaprio,Tom Hanks,PG-13,2002-12-25,"$66,410.87","$469,654.41","$359,504.91","$254,887.46","$645,427.87","$1,391,054.98","$105,366.51",30.1125,40.3575,49.1275,74.3784,35.531020408163265,45.9032,44.36291666666667,light snow,broken clouds,sky is clear,overcast clouds,overcast clouds,scattered clouds,light rain
Catch That Kid,16703799,Action,Kristen Stewart,Sam Robards,PG,2004-02-06,"$6,738.45","$47,653.96","$36,477.53","$25,862.42","$65,489.00","$141,144.81","$10,691.12",28.172121212121215,50.11833333333333,54.3975,75.40458333333333,33.97107142857143,49.1175,44.35125,mist,broken clouds,sky is clear,scattered clouds,overcast clouds,scattered clouds,overcast clouds
